Round,Mean_Variance,Number_of_outliers,Layer,Attack_Type,MALICIOUS_NODE_RATIO,MALICIOUS_DATA_RATIO,Weight_Min,Weight_Max,Weight_Mean,Weight_Median,Weight_Std,Weight_Q25,Weight_Q75,First_Weight,Run ID
1,0.0,0,distilbert.transformer.layer.3.ffn.lin2.weight,random,0.1,0.1,-3.1353774,0.99484193,6.244204e-06,3.782224e-05,0.040747818,-0.02546134,0.025568165,-0.0021766105201095,0
1,0.0,0,distilbert.transformer.layer.1.attention.out_lin.weight,random,0.1,0.1,-0.45673716,0.45256102,-2.1123367e-06,2.008983e-05,0.03542647,-0.022027755,0.022074062,0.0123595260083675,1
2,0.0,0,distilbert.transformer.layer.1.attention.out_lin.weight,random,0.1,0.1,-0.4564252,0.45178863,-2.8739692e-06,1.3950463e-05,0.03542824,-0.022021666,0.022073375,0.0118429632857441,1
1,0.0,0,distilbert.transformer.layer.2.attention.k_lin.weight,random,0.1,0.1,-0.34012523,0.3684799,3.999217e-05,5.8536745e-05,0.04744883,-0.031168964,0.03120539,0.0940167754888534,1
2,0.0,0,distilbert.transformer.layer.2.attention.k_lin.weight,random,0.1,0.1,-0.34152713,0.36872932,3.9142047e-05,5.6159224e-05,0.047447342,-0.031166393,0.031185085,0.0940203219652175,1
1,0.0,0,distilbert.transformer.layer.0.attention.k_lin.weight,random,0.1,0.1,-0.9365108,0.78241503,1.2024166e-05,4.2588443e-05,0.043192413,-0.027030693,0.027054848,0.0357066169381141,1
2,0.0,0,distilbert.transformer.layer.0.attention.k_lin.weight,random,0.1,0.1,-0.93712384,0.7819177,1.4889091e-05,4.3996653e-05,0.04318927,-0.027044136,0.027016884,0.034921821206808,1
2,0.0,0,distilbert.transformer.layer.0.output_layer_norm.weight,random,0.1,0.1,0.10508241,0.849417,0.74712706,0.75974804,0.070744954,0.7287928,0.7877706,0.79875248670578,1
1,0.0,0,distilbert.transformer.layer.0.output_layer_norm.weight,random,0.1,0.1,0.10483151,0.84844726,0.7470732,0.7597412,0.070757166,0.72815627,0.78737074,0.7980358004570007,1
2,0.0,0,distilbert.transformer.layer.4.ffn.lin2.weight,random,0.1,0.1,-4.255177,2.3765142,-7.785884e-06,1.4076326e-05,0.04205806,-0.026501419,0.026585467,0.0467742569744586,1
1,0.0,0,distilbert.transformer.layer.4.ffn.lin2.weight,random,0.1,0.1,-4.255054,2.376444,-2.5075577e-05,1.5959718e-06,0.042058468,-0.026515052,0.026571732,0.047031957656145,1
1,0.0,0,distilbert.transformer.layer.2.attention.v_lin.weight,random,0.1,0.1,-0.23303299,0.23444445,8.568805e-05,5.4524513e-05,0.042276215,-0.027368583,0.027502928,0.0683024451136589,1
2,0.0,0,distilbert.transformer.layer.2.attention.v_lin.weight,random,0.1,0.1,-0.23256151,0.23625097,8.498227e-05,5.9475442e-05,0.042275168,-0.027364343,0.027513206,0.0680940672755241,1
2,0.0,0,distilbert.transformer.layer.3.sa_layer_norm.weight,random,0.1,0.1,0.48124498,3.4650993,0.7385819,0.74038637,0.12914033,0.67888916,0.7936328,0.843298077583313,1
1,0.0,0,distilbert.transformer.layer.3.sa_layer_norm.weight,random,0.1,0.1,0.48177522,3.4659755,0.73859644,0.74052644,0.12916562,0.6791544,0.7936306,0.8432595729827881,1
1,0.0,0,distilbert.transformer.layer.2.output_layer_norm.weight,random,0.1,0.1,0.4818204,0.9435975,0.810864,0.8260339,0.07641316,0.76649857,0.8688736,0.907769739627838,1
2,0.0,0,distilbert.transformer.layer.2.output_layer_norm.weight,random,0.1,0.1,0.48109987,0.9441566,0.81091356,0.8269396,0.076436356,0.7658569,0.8694526,0.9067413806915284,1
1,0.0,0,distilbert.transformer.layer.2.ffn.lin1.weight,random,0.1,0.1,-0.7963125,1.2025253,0.00025813558,8.2782426e-05,0.046107326,-0.029028948,0.02935875,-0.0094962045550346,1
2,0.0,0,distilbert.transformer.layer.2.ffn.lin1.weight,random,0.1,0.1,-0.79484177,1.2008435,0.0002582223,9.212493e-05,0.046107106,-0.029027466,0.029361188,-0.0121161015704274,1
1,0.0,0,distilbert.transformer.layer.1.attention.q_lin.weight,random,0.1,0.1,-0.53732306,0.567587,-3.4607428e-06,7.9939826e-05,0.056427088,-0.034747787,0.03465654,0.0895232558250427,1
2,0.0,0,distilbert.transformer.layer.1.attention.q_lin.weight,random,0.1,0.1,-0.53650314,0.56767726,-1.6569652e-06,0.00010612211,0.056433402,-0.03475329,0.03467813,0.0908699929714202,1
2,0.0,0,distilbert.embeddings.LayerNorm.weight,random,0.1,0.1,0.08800152,0.9286479,0.74417543,0.77327836,0.13554882,0.73026586,0.8133235,0.843315064907074,1
1,0.0,0,distilbert.embeddings.LayerNorm.weight,random,0.1,0.1,0.08902314,0.9312586,0.74421406,0.77328885,0.13544193,0.72991914,0.81339395,0.8412971496582031,1
2,0.0,0,distilbert.transformer.layer.3.output_layer_norm.weight,random,0.1,0.1,0.31753454,1.1539351,0.7743337,0.7799117,0.05020796,0.74670935,0.8086864,0.8415266275405884,1
1,0.0,0,distilbert.transformer.layer.3.output_layer_norm.weight,random,0.1,0.1,0.31717488,1.1531495,0.7743418,0.7800833,0.05015853,0.74682814,0.808856,0.8409112691879272,1
1,0.0,0,distilbert.transformer.layer.5.ffn.lin2.weight,random,0.1,0.1,-3.1883094,1.0860807,3.9278584e-06,1.5840458e-05,0.037087306,-0.024535306,0.024555072,-0.0016546825645491,1
2,0.0,0,distilbert.transformer.layer.5.ffn.lin2.weight,random,0.1,0.1,-3.1849577,1.0865259,-1.6098593e-05,-4.2440106e-06,0.037086263,-0.024542939,0.024532735,-0.0039748731069266,1
1,0.0,0,distilbert.transformer.layer.5.sa_layer_norm.weight,random,0.1,0.1,0.60017943,1.5377369,0.77169204,0.76476836,0.0584752,0.74600273,0.78514355,0.7885295748710632,1
2,0.0,0,distilbert.transformer.layer.5.sa_layer_norm.weight,random,0.1,0.1,0.5998579,1.5383162,0.7715998,0.76523376,0.058532294,0.7461648,0.78516984,0.7876375317573547,1
2,0.0,0,distilbert.transformer.layer.4.attention.k_lin.weight,random,0.1,0.1,-0.5847162,0.66222876,-2.607591e-06,6.214122e-05,0.048932407,-0.03241252,0.0324243,-0.0310659073293209,1
1,0.0,0,distilbert.transformer.layer.4.attention.k_lin.weight,random,0.1,0.1,-0.58441776,0.6629344,-2.989345e-06,4.672969e-05,0.048927505,-0.032397233,0.032413464,-0.0301488637924194,1
1,0.0,0,distilbert.transformer.layer.5.ffn.lin1.weight,random,0.1,0.1,-0.42250967,0.50231165,0.00054584723,0.0005477646,0.039345786,-0.025752168,0.026773643,0.0633573085069656,1
2,0.0,0,distilbert.transformer.layer.5.ffn.lin1.weight,random,0.1,0.1,-0.42541727,0.50480723,0.0005463839,0.00054717675,0.039344884,-0.02574696,0.026778918,0.0622746981680393,1
2,0.0,0,distilbert.transformer.layer.2.attention.out_lin.weight,random,0.1,0.1,-0.35413074,0.30181056,1.3039075e-05,1.6048627e-05,0.039883442,-0.024759788,0.024761539,0.042023979127407,1
1,0.0,0,distilbert.transformer.layer.2.attention.out_lin.weight,random,0.1,0.1,-0.35496536,0.30178738,1.2645396e-05,1.4678847e-05,0.039885942,-0.024759592,0.024759758,0.0409217067062854,1
2,0.0,0,distilbert.transformer.layer.0.sa_layer_norm.weight,random,0.1,0.1,0.5056346,2.9655926,0.84103507,0.8402312,0.09432459,0.8089966,0.86925524,0.9110794067382812,1
1,0.0,0,distilbert.transformer.layer.0.sa_layer_norm.weight,random,0.1,0.1,0.5063146,2.9659712,0.84109735,0.84027976,0.09434983,0.8088286,0.8696803,0.908252775669098,1
2,0.0,0,distilbert.transformer.layer.4.ffn.lin1.weight,random,0.1,0.1,-0.8856799,0.86478174,0.0008107854,0.00073863217,0.04259237,-0.026903335,0.028378898,0.0542441681027412,1
1,0.0,0,distilbert.transformer.layer.4.ffn.lin1.weight,random,0.1,0.1,-0.88615745,0.86486095,0.0008102937,0.00073957955,0.042594388,-0.026901465,0.028386189,0.0544985458254814,1
1,0.0,0,distilbert.transformer.layer.3.attention.q_lin.weight,random,0.1,0.1,-0.26975825,0.30383515,-2.6999414e-06,-1.7595197e-05,0.048976455,-0.032267794,0.032207537,0.0123857650905847,1
2,0.0,0,distilbert.transformer.layer.3.attention.q_lin.weight,random,0.1,0.1,-0.271044,0.30425608,-1.3145537e-06,-1.4156393e-05,0.048979633,-0.03227351,0.032213785,0.013238213956356,1
2,0.0,0,distilbert.transformer.layer.0.attention.out_lin.weight,random,0.1,0.1,-0.6096179,0.7383366,-2.0846754e-05,-3.4572542e-05,0.034818888,-0.021676488,0.021709261,-0.0280448645353317,1
1,0.0,0,distilbert.transformer.layer.0.attention.out_lin.weight,random,0.1,0.1,-0.61055344,0.7391899,-2.0792379e-05,-3.3531574e-05,0.034822024,-0.02168155,0.021702688,-0.0286213811486959,1
1,0.0,0,distilbert.transformer.layer.0.attention.q_lin.weight,random,0.1,0.1,-0.705859,0.4987641,6.0204668e-05,0.00013582398,0.043373387,-0.027733587,0.027809024,-0.0030692631844431,1
2,0.0,0,distilbert.transformer.layer.0.attention.q_lin.weight,random,0.1,0.1,-0.7056303,0.50065,6.316535e-05,0.000139622,0.04337384,-0.027715238,0.027783547,-0.0020728907547891,1
2,0.0,0,distilbert.transformer.layer.1.output_layer_norm.weight,random,0.1,0.1,0.35085326,0.9335006,0.82572585,0.8394104,0.07156089,0.7980395,0.873381,0.8931943774223328,1
1,0.0,0,distilbert.transformer.layer.1.output_layer_norm.weight,random,0.1,0.1,0.35078222,0.93281627,0.825758,0.8398446,0.07163471,0.79725194,0.87380844,0.8929392099380493,1
1,0.0,0,distilbert.transformer.layer.5.attention.v_lin.weight,random,0.1,0.1,-0.31230903,0.25838807,2.110374e-05,1.173591e-05,0.048161287,-0.031538565,0.031675763,0.0386865884065628,1
2,0.0,0,distilbert.transformer.layer.5.attention.v_lin.weight,random,0.1,0.1,-0.31259173,0.2605413,2.1614043e-05,2.9450559e-05,0.048160132,-0.03155046,0.031678308,0.0377019308507442,1
1,0.0,0,distilbert.transformer.layer.0.attention.v_lin.weight,random,0.1,0.1,-0.19142789,0.20070489,-7.178974e-05,-8.513061e-05,0.034173016,-0.022573221,0.022337586,0.0248564593493938,1
2,0.0,0,distilbert.transformer.layer.0.attention.v_lin.weight,random,0.1,0.1,-0.19200598,0.19980523,-7.122016e-05,-9.4578965e-05,0.034167163,-0.022546692,0.022335732,0.0257777404040098,1
2,0.0,0,distilbert.transformer.layer.1.ffn.lin2.weight,random,0.1,0.1,-4.0312552,1.1726742,-4.4332548e-05,-5.2676594e-05,0.043091156,-0.026763128,0.026701866,-0.0526853278279304,1
1,0.0,0,distilbert.transformer.layer.1.ffn.lin2.weight,random,0.1,0.1,-4.031902,1.1713843,-3.084014e-05,-3.7786347e-05,0.043091577,-0.026741024,0.026711475,-0.0524825118482112,1
1,0.0,0,distilbert.transformer.layer.2.attention.q_lin.weight,random,0.1,0.1,-0.38838845,0.38956043,-0.00019102849,-0.0002179943,0.04750896,-0.031413272,0.031024665,0.0728623047471046,1
2,0.0,0,distilbert.transformer.layer.2.attention.q_lin.weight,random,0.1,0.1,-0.3903033,0.38851574,-0.0001914655,-0.00019903955,0.047506284,-0.031421103,0.031018293,0.0695256069302558,1
2,0.0,0,distilbert.transformer.layer.1.sa_layer_norm.weight,random,0.1,0.1,0.43467578,2.0618298,0.782275,0.7935896,0.09102597,0.7458798,0.8324803,0.8520616292953491,1
1,0.0,0,distilbert.transformer.layer.1.sa_layer_norm.weight,random,0.1,0.1,0.43424305,2.0609803,0.7822528,0.7933682,0.09103654,0.7459049,0.8320893,0.8507856726646423,1
1,0.0,0,distilbert.transformer.layer.5.attention.out_lin.weight,random,0.1,0.1,-0.50534576,0.41949567,-2.4547465e-08,-2.7126462e-05,0.04513597,-0.029922763,0.02997732,0.0288913697004318,1
2,0.0,0,distilbert.transformer.layer.5.attention.out_lin.weight,random,0.1,0.1,-0.50490534,0.4205159,5.2612205e-07,-3.053598e-05,0.04513451,-0.029939413,0.02996967,0.029431102797389,1
2,0.0,0,distilbert.transformer.layer.0.ffn.lin1.weight,random,0.1,0.1,-0.34739792,0.32447916,-5.1374527e-06,-0.0001227256,0.041604053,-0.027129125,0.026982116,-0.0365449078381061,1
1,0.0,0,distilbert.transformer.layer.0.ffn.lin1.weight,random,0.1,0.1,-0.346752,0.32538423,-5.070673e-06,-0.00013306105,0.04160398,-0.027111115,0.02698349,-0.035007357597351,1
1,0.0,0,distilbert.transformer.layer.1.attention.k_lin.weight,random,0.1,0.1,-0.58308595,0.5141099,4.2757434e-05,5.2231095e-05,0.05506889,-0.033883184,0.033924572,0.083877295255661,1
2,0.0,0,distilbert.transformer.layer.1.attention.k_lin.weight,random,0.1,0.1,-0.5829165,0.515712,4.3383745e-05,3.7507118e-05,0.05507656,-0.033897914,0.033961505,0.0862039178609848,1
1,0.0,0,distilbert.transformer.layer.3.attention.k_lin.weight,random,0.1,0.1,-0.42313215,0.4801135,-8.387287e-06,-7.236501e-05,0.049344357,-0.032510646,0.03252951,0.0523247271776199,1
2,0.0,0,distilbert.transformer.layer.3.attention.k_lin.weight,random,0.1,0.1,-0.42333093,0.48065686,-8.3116165e-06,-5.8155536e-05,0.0493495,-0.032516774,0.03250721,0.0501045696437358,1
2,0.0,0,distilbert.transformer.layer.3.ffn.lin1.weight,random,0.1,0.1,-0.3818573,0.4827148,0.00065610243,0.0005325026,0.04331109,-0.027467415,0.028569948,0.0274973418563604,1
1,0.0,0,distilbert.transformer.layer.3.ffn.lin1.weight,random,0.1,0.1,-0.3818118,0.4839095,0.0006560375,0.00053380034,0.04331031,-0.027470384,0.028560195,0.0252307541668415,1
1,0.0,0,distilbert.transformer.layer.2.sa_layer_norm.weight,random,0.1,0.1,0.4093904,3.8911176,0.748981,0.76063335,0.14825273,0.6928142,0.8079847,0.8457648754119873,1
2,0.0,0,distilbert.transformer.layer.2.sa_layer_norm.weight,random,0.1,0.1,0.40855163,3.8916838,0.74896556,0.76065,0.14825867,0.69249976,0.80724216,0.8454647064208984,1
2,0.0,0,distilbert.transformer.layer.4.attention.out_lin.weight,random,0.1,0.1,-0.3844762,0.4361027,8.620837e-06,-6.782831e-05,0.04450825,-0.029263096,0.029252436,-0.0197299420833587,1
1,0.0,0,distilbert.transformer.layer.4.attention.out_lin.weight,random,0.1,0.1,-0.3843197,0.43565458,7.969804e-06,-8.681341e-05,0.044510964,-0.02927004,0.029257525,-0.0206210520118474,1
2,0.0,0,distilbert.transformer.layer.4.attention.q_lin.weight,random,0.1,0.1,-0.25529027,0.24867138,-0.00021350455,-0.00021429054,0.048806984,-0.032770477,0.03232461,0.0512016378343105,1
1,0.0,0,distilbert.transformer.layer.4.attention.q_lin.weight,random,0.1,0.1,-0.25354996,0.25110877,-0.00021330043,-0.00020349058,0.048800983,-0.0327684,0.032310717,0.0526063553988933,1
1,0.0,0,distilbert.embeddings.word_embeddings.weight,random,0.1,0.1,-1.0925322,0.59056884,-0.03832407,-0.03940043,0.046988506,-0.06762372,-0.011316918,-0.0166448429226875,1
2,0.0,0,distilbert.embeddings.word_embeddings.weight,random,0.1,0.1,-1.0934992,0.59167707,-0.038322844,-0.039397687,0.04698595,-0.067620814,-0.011317166,-0.0166448429226875,1
4,0.0,0,classifier.weight,random,0.1,0.1,-0.067106105,0.06387785,-3.9339317e-05,0.00026263058,0.020065434,-0.014351702,0.014386787,0.0202068295329809,1
2,0.0,0,classifier.weight,random,0.1,0.1,-0.0640361,0.06401322,-3.9313163e-05,0.00019929658,0.020038247,-0.014230961,0.0143052945,0.0180763993412256,1
1,0.0,0,distilbert.transformer.layer.3.attention.v_lin.weight,random,0.1,0.1,-0.33076108,0.26973712,0.00018460408,0.00019940772,0.046101306,-0.029681835,0.029979393,-0.0144427102059125,1
2,0.0,0,distilbert.transformer.layer.3.attention.v_lin.weight,random,0.1,0.1,-0.33188647,0.27052608,0.00018308502,0.00022991124,0.046101056,-0.029660407,0.029993655,-0.0136856213212013,1
2,0.0,0,distilbert.transformer.layer.1.ffn.lin1.weight,random,0.1,0.1,-0.686786,0.6023354,0.00016203235,1.8269353e-05,0.044710398,-0.028724246,0.02887197,0.0110571524128317,1
1,0.0,0,distilbert.transformer.layer.1.ffn.lin1.weight,random,0.1,0.1,-0.68662804,0.6023816,0.00016214125,1.4490406e-05,0.0447091,-0.028708184,0.028865661,0.0092604802921414,1
1,0.0,0,pre_classifier.weight,random,0.1,0.1,-0.092875354,0.0914514,3.2293106e-06,-9.241952e-06,0.020032268,-0.013553214,0.0135300495,-0.0350937433540821,1
2,0.0,0,pre_classifier.weight,random,0.1,0.1,-0.092817865,0.09193875,6.1402585e-07,-9.242192e-06,0.020034442,-0.013542646,0.013525665,-0.0367752835154533,1
1,0.0,0,distilbert.transformer.layer.4.sa_layer_norm.weight,random,0.1,0.1,0.5539997,2.4797864,0.73163384,0.72248375,0.09408026,0.6894901,0.7651826,0.7930601835250854,1
2,0.0,0,distilbert.transformer.layer.4.sa_layer_norm.weight,random,0.1,0.1,0.5546625,2.4794142,0.7316158,0.72263765,0.09406113,0.6888455,0.76481164,0.7934359908103943,1
1,0.0,0,distilbert.transformer.layer.5.output_layer_norm.weight,random,0.1,0.1,0.21342576,0.7464178,0.60622996,0.60538113,0.028591547,0.5922706,0.6199123,0.6281255483627319,1
2,0.0,0,distilbert.transformer.layer.5.output_layer_norm.weight,random,0.1,0.1,0.21421486,0.74789345,0.6061563,0.6050303,0.028579462,0.5922535,0.6201588,0.6287144422531128,1
1,0.0,0,distilbert.transformer.layer.1.attention.v_lin.weight,random,0.1,0.1,-0.228662,0.2611305,-0.00013505424,-0.00015409541,0.035778884,-0.023312438,0.022990799,-0.0034429987426847,1
2,0.0,0,distilbert.transformer.layer.1.attention.v_lin.weight,random,0.1,0.1,-0.22962761,0.2606817,-0.00013444645,-0.00016279273,0.03578125,-0.023343988,0.022987094,-0.0034888875670731,1
2,0.0,0,distilbert.transformer.layer.2.ffn.lin2.weight,random,0.1,0.1,-9.963941,2.1827066,-1.3494122e-05,-4.1506704e-05,0.04482357,-0.026879495,0.026947789,-0.0597456246614456,1
1,0.0,0,distilbert.transformer.layer.2.ffn.lin2.weight,random,0.1,0.1,-9.962345,2.1829934,-2.07622e-06,-3.6403046e-05,0.044823468,-0.026870495,0.02695432,-0.0587666817009449,1
2,0.0,0,distilbert.transformer.layer.0.ffn.lin2.weight,random,0.1,0.1,-2.0421221,0.9120766,-9.912834e-05,-7.575327e-05,0.042756166,-0.026772643,0.026615724,-0.0284542012959718,1
1,0.0,0,distilbert.transformer.layer.0.ffn.lin2.weight,random,0.1,0.1,-2.0415187,0.91541934,-8.1156686e-05,-7.258092e-05,0.042755667,-0.026758457,0.026638305,-0.0289872027933597,1
2,0.0,0,distilbert.transformer.layer.5.attention.k_lin.weight,random,0.1,0.1,-0.44812873,0.28635922,0.00020915552,0.00020679583,0.048547838,-0.03217937,0.032584164,0.0463001132011413,1
1,0.0,0,distilbert.transformer.layer.5.attention.k_lin.weight,random,0.1,0.1,-0.44717208,0.2857273,0.00020781612,0.0002128757,0.0485513,-0.032185644,0.032583706,0.0473587661981582,1
2,0.0,0,distilbert.transformer.layer.4.output_layer_norm.weight,random,0.1,0.1,0.090751976,1.4295704,0.77623206,0.78028524,0.06671311,0.75664353,0.8044126,0.8250839710235596,1
1,0.0,0,distilbert.transformer.layer.4.output_layer_norm.weight,random,0.1,0.1,0.09120965,1.4292674,0.77628785,0.7806032,0.066658236,0.7565605,0.8043793,0.8256422877311707,1
2,0.0,0,distilbert.transformer.layer.3.attention.out_lin.weight,random,0.1,0.1,-0.27737087,0.28864604,-2.6902268e-05,1.8599341e-05,0.043780547,-0.027512023,0.027558118,-0.0670014768838882,1
1,0.0,0,distilbert.transformer.layer.3.attention.out_lin.weight,random,0.1,0.1,-0.27682257,0.2911551,-2.7301618e-05,3.9252423e-06,0.043781705,-0.027511878,0.027570283,-0.0672468617558479,1
2,0.0,0,distilbert.embeddings.position_embeddings.weight,random,0.1,0.1,-0.9472034,0.7253132,-3.85473e-05,-3.0321387e-05,0.016095692,-0.009361545,0.009364812,0.0163976978510618,1
1,0.0,0,distilbert.embeddings.position_embeddings.weight,random,0.1,0.1,-0.9462364,0.7230777,-4.0483843e-05,-3.1422613e-05,0.01607962,-0.009367542,0.009338796,0.0179330687969923,1
1,0.0,0,distilbert.transformer.layer.4.attention.v_lin.weight,random,0.1,0.1,-0.25727543,0.23719922,3.2111486e-05,3.249735e-05,0.046913587,-0.030842677,0.0309165,-0.0503827929496765,1
2,0.0,0,distilbert.transformer.layer.4.attention.v_lin.weight,random,0.1,0.1,-0.25689965,0.23598628,3.1091447e-05,1.1191554e-05,0.046911016,-0.030842906,0.030908097,-0.051132570952177,1
2,0.0,0,distilbert.transformer.layer.5.attention.q_lin.weight,random,0.1,0.1,-0.6455199,0.62347823,-0.00020753789,-0.0003111282,0.04924002,-0.032758027,0.032428715,-0.0542367175221443,1
1,0.0,0,distilbert.transformer.layer.5.attention.q_lin.weight,random,0.1,0.1,-0.64532787,0.62406707,-0.0002077313,-0.00034502134,0.049245775,-0.03273979,0.032430224,-0.0530988797545433,1
2,0.0,0,distilbert.transformer.layer.3.ffn.lin2.weight,random,0.1,0.1,-3.1361656,0.9938491,5.9435583e-06,3.3452598e-05,0.04074703,-0.025457501,0.025563555,-0.0014127834001556,1
1,0.0,0,distilbert.transformer.layer.3.ffn.lin2.weight,random,0.1,0.1,-3.1358626,0.9946282,9.401836e-06,4.7898582e-05,0.040747773,-0.025471501,0.025560275,-0.0018273893510922,1
