Round,Mean_Variance,Number_of_outliers,Layer,Attack_Type,MALICIOUS_NODE_RATIO,MALICIOUS_DATA_RATIO,Weight_Min,Weight_Max,Weight_Mean,Weight_Median,Weight_Std,Weight_Q25,Weight_Q75,First_Weight,Run_ID,Source File,Is Malicious Data
2,0.0,0,distilbert.transformer.layer.0.attention.k_lin.weight,random,0.1,0.1,-0.93542874,0.78098154,1.3057947e-05,4.801819e-05,0.04319154,-0.027056672,0.027031813,0.0341223888099193,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.0.output_layer_norm.weight,random,0.1,0.1,0.10509004,0.84880584,0.746988,0.75960636,0.07073918,0.728817,0.7876368,0.7975783348083496,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.0.output_layer_norm.weight,random,0.1,0.1,0.10676817,0.8490036,0.74704504,0.76003706,0.07077969,0.72869337,0.788056,0.7972766757011414,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.4.ffn.lin2.weight,random,0.1,0.1,-4.2564883,2.3775308,-1.13434035e-05,2.0751559e-05,0.042057678,-0.026495991,0.026575126,0.0465305633842945,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.4.ffn.lin2.weight,random,0.1,0.1,-4.2543325,2.3772795,-1.5842314e-05,9.792042e-06,0.04205769,-0.026504204,0.02657815,0.0461600832641124,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.2.attention.v_lin.weight,random,0.1,0.1,-0.23228551,0.23678152,8.405028e-05,4.727914e-05,0.042274863,-0.02736062,0.027535591,0.0674958899617195,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.2.attention.v_lin.weight,random,0.1,0.1,-0.23474216,0.23630637,8.358172e-05,5.5629393e-05,0.042276397,-0.027357072,0.027526725,0.0680477917194366,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.3.sa_layer_norm.weight,random,0.1,0.1,0.4827997,3.4658017,0.7386286,0.7408496,0.12914713,0.6798586,0.794588,0.8442334532737732,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.3.sa_layer_norm.weight,random,0.1,0.1,0.48123828,3.4668243,0.7385318,0.7403996,0.12920746,0.6788668,0.7936846,0.8426428437232971,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.2.output_layer_norm.weight,random,0.1,0.1,0.48151717,0.9419762,0.8108516,0.82629013,0.07641845,0.7663834,0.8681613,0.906818389892578,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.2.output_layer_norm.weight,random,0.1,0.1,0.48217884,0.9429549,0.81090766,0.8266425,0.07641737,0.76693225,0.8690263,0.9079115390777588,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.2.ffn.lin1.weight,random,0.1,0.1,-0.7966144,1.2013019,0.00025816954,8.449363e-05,0.046109673,-0.029017087,0.029356847,-0.0113260373473167,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.2.ffn.lin1.weight,random,0.1,0.1,-0.7961499,1.200809,0.000257935,7.810937e-05,0.04610759,-0.029031813,0.029356275,-0.0118716862052679,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.1.attention.q_lin.weight,random,0.1,0.1,-0.5396324,0.5668351,-4.4552726e-06,8.15174e-05,0.05642546,-0.034777354,0.03465116,0.0911021903157234,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.1.attention.q_lin.weight,random,0.1,0.1,-0.53700197,0.56758,-2.3722855e-06,6.875881e-05,0.05642498,-0.03476993,0.034635887,0.0911162942647934,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.embeddings.LayerNorm.weight,random,0.1,0.1,0.087588616,0.9316194,0.7441838,0.7744001,0.1355109,0.73008853,0.8129655,0.8431616425514221,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.embeddings.LayerNorm.weight,random,0.1,0.1,0.08730675,0.9315845,0.74418545,0.773805,0.13556929,0.7302798,0.8124715,0.8418167233467102,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.3.output_layer_norm.weight,random,0.1,0.1,0.31745502,1.1535846,0.7743354,0.78011906,0.050173264,0.74736917,0.8085767,0.8411134481430054,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.3.output_layer_norm.weight,random,0.1,0.1,0.3175535,1.1534288,0.77426463,0.7797221,0.05020597,0.7468905,0.8089303,0.8410941958427429,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.5.ffn.lin2.weight,random,0.1,0.1,-3.1849716,1.0872093,1.1102324e-05,2.0566527e-05,0.03708838,-0.024525872,0.02455382,-0.0017938161035999,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.5.ffn.lin2.weight,random,0.1,0.1,-3.1831834,1.0865078,-8.463333e-06,5.5457167e-07,0.037085842,-0.02454676,0.024533186,-0.0022473989520221,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.5.sa_layer_norm.weight,random,0.1,0.1,0.5996887,1.5381291,0.7716241,0.7648872,0.058532372,0.7457119,0.7854399,0.7886088490486145,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.5.sa_layer_norm.weight,random,0.1,0.1,0.5987867,1.5381238,0.7716675,0.76529205,0.058531683,0.7455609,0.78557503,0.7888143062591553,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.4.attention.k_lin.weight,random,0.1,0.1,-0.5846172,0.66209084,-2.3033733e-06,4.876736e-05,0.048931953,-0.03240284,0.032391276,-0.0307203289121389,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.4.attention.k_lin.weight,random,0.1,0.1,-0.58480364,0.66246986,-1.8174817e-06,6.4927444e-05,0.048928764,-0.032417446,0.032394115,-0.0302498936653137,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.5.ffn.lin1.weight,random,0.1,0.1,-0.42393842,0.5019288,0.00054474943,0.00054690865,0.039345194,-0.025763376,0.026775137,0.0625471845269203,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.5.ffn.lin1.weight,random,0.1,0.1,-0.42355835,0.5007924,0.000548567,0.0005465216,0.039345212,-0.02575224,0.026769064,0.0623158626258373,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.2.attention.out_lin.weight,random,0.1,0.1,-0.35338038,0.30115405,1.2705819e-05,2.3261036e-05,0.03988457,-0.024775451,0.024758428,0.04136922955513,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.2.attention.out_lin.weight,random,0.1,0.1,-0.35531837,0.30224445,1.3067463e-05,2.9348028e-05,0.0398828,-0.024779176,0.024765313,0.0395684987306594,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.0.sa_layer_norm.weight,random,0.1,0.1,0.50617075,2.965822,0.8410942,0.8405354,0.09433293,0.8089118,0.8697586,0.9096215963363647,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.0.sa_layer_norm.weight,random,0.1,0.1,0.50722784,2.9662576,0.8410351,0.8407231,0.09436144,0.8085359,0.86926746,0.9081695675849916,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.4.ffn.lin1.weight,random,0.1,0.1,-0.8866719,0.86804307,0.0008099992,0.0007434569,0.04259371,-0.026893184,0.028376065,0.0548257529735565,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.4.ffn.lin1.weight,random,0.1,0.1,-0.88405716,0.8646869,0.00081031123,0.00073332543,0.042593773,-0.026895469,0.028375108,0.0546282827854156,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.3.attention.q_lin.weight,random,0.1,0.1,-0.2700046,0.30373558,-2.1249975e-06,-8.951974e-06,0.048978847,-0.032271765,0.032204103,0.0117439031600952,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.3.attention.q_lin.weight,random,0.1,0.1,-0.27042994,0.30354312,-4.159247e-06,-1.550328e-05,0.048979323,-0.032271437,0.032208856,0.0156002417206764,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.0.attention.out_lin.weight,random,0.1,0.1,-0.61035514,0.73955274,-2.0399973e-05,-3.2500404e-05,0.03482043,-0.02168383,0.021695621,-0.0285909846425056,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.0.attention.out_lin.weight,random,0.1,0.1,-0.6106495,0.74103296,-2.1203492e-05,-2.8593993e-05,0.034820456,-0.021678139,0.021699494,-0.028874222189188,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.0.attention.q_lin.weight,random,0.1,0.1,-0.70517683,0.49822214,6.1098355e-05,0.00013942545,0.043377828,-0.027727343,0.02778048,-0.004244115203619,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.0.attention.q_lin.weight,random,0.1,0.1,-0.7065892,0.49751785,6.0508566e-05,0.0001515224,0.04337489,-0.027727572,0.027768094,-0.0034062799531966,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.1.output_layer_norm.weight,random,0.1,0.1,0.3503041,0.9341745,0.8257632,0.8397048,0.07159689,0.79733396,0.8734124,0.8932858109474182,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.1.output_layer_norm.weight,random,0.1,0.1,0.35027665,0.9328988,0.8257244,0.83947206,0.07159769,0.79798794,0.87359726,0.8928410410881042,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.5.attention.v_lin.weight,random,0.1,0.1,-0.31334817,0.2591139,2.0760386e-05,1.6437647e-05,0.048163734,-0.03157191,0.031665947,0.0381625182926654,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.5.attention.v_lin.weight,random,0.1,0.1,-0.31249782,0.25875592,2.0563739e-05,2.9976509e-05,0.04816202,-0.031545915,0.03168668,0.0384868420660495,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.0.attention.v_lin.weight,random,0.1,0.1,-0.19170944,0.19992682,-7.390851e-05,-9.768289e-05,0.034166943,-0.022577073,0.022332843,0.0268753115087747,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.0.attention.v_lin.weight,random,0.1,0.1,-0.18877651,0.19992332,-7.0526774e-05,-0.0001029525,0.034170423,-0.02256117,0.022344634,0.0248777624219656,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.1.ffn.lin2.weight,random,0.1,0.1,-4.031601,1.1722943,-3.557993e-05,-4.3668733e-05,0.043091446,-0.026746254,0.026714273,-0.0506299324333667,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.1.ffn.lin2.weight,random,0.1,0.1,-4.0315304,1.1719949,-3.633811e-05,-4.2456268e-05,0.043092415,-0.026754087,0.026705693,-0.0517716966569423,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.2.attention.q_lin.weight,random,0.1,0.1,-0.3892058,0.39091837,-0.00018970604,-0.00019167342,0.047503296,-0.031403646,0.03102919,0.0693600699305534,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.2.attention.q_lin.weight,random,0.1,0.1,-0.38904768,0.39081365,-0.00019054463,-0.00021029034,0.047507633,-0.031441048,0.031007074,0.0701504945755004,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.1.sa_layer_norm.weight,random,0.1,0.1,0.43273273,2.0608885,0.7822227,0.79356277,0.0909482,0.7452186,0.8320441,0.8500138521194458,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.1.sa_layer_norm.weight,random,0.1,0.1,0.4353719,2.0614345,0.78227895,0.79352283,0.090994775,0.74539775,0.8321687,0.8503572344779968,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.5.attention.out_lin.weight,random,0.1,0.1,-0.50469875,0.42019835,1.8448684e-06,-1.561135e-05,0.04513705,-0.02992361,0.02997386,0.0289715379476547,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.5.attention.out_lin.weight,random,0.1,0.1,-0.50400716,0.41834608,1.8838141e-06,-2.9857085e-05,0.045135427,-0.029924171,0.029959496,0.0281808022409677,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.0.ffn.lin1.weight,random,0.1,0.1,-0.346497,0.324565,-4.7939166e-06,-0.0001332779,0.04160294,-0.027127866,0.026978962,-0.0345248878002166,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.0.ffn.lin1.weight,random,0.1,0.1,-0.34545162,0.3254996,-5.3472195e-06,-0.00012746445,0.041604266,-0.027122332,0.026975665,-0.0362394414842128,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.1.attention.k_lin.weight,random,0.1,0.1,-0.5840823,0.5160164,4.284847e-05,3.165487e-05,0.055068992,-0.03386915,0.033924457,0.0858929529786109,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.1.attention.k_lin.weight,random,0.1,0.1,-0.5822502,0.5147024,4.2187603e-05,5.0757357e-05,0.055065967,-0.033881128,0.03390839,0.0863061025738716,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.3.attention.k_lin.weight,random,0.1,0.1,-0.42426527,0.47990897,-7.410879e-06,-7.592719e-05,0.049348775,-0.032507822,0.03252127,0.0512194074690341,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.3.attention.k_lin.weight,random,0.1,0.1,-0.42441148,0.4788543,-7.861408e-06,-6.190319e-05,0.049348317,-0.032501344,0.032520525,0.0512099489569664,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.3.ffn.lin1.weight,random,0.1,0.1,-0.38202867,0.48274213,0.0006560201,0.00053227704,0.043312248,-0.02746011,0.028555509,0.0294990967959165,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.3.ffn.lin1.weight,random,0.1,0.1,-0.38327417,0.48499987,0.00065607426,0.00052035897,0.043313917,-0.027474955,0.028551426,0.0277692750096321,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.2.sa_layer_norm.weight,random,0.1,0.1,0.40928057,3.8924692,0.7490385,0.7604339,0.14828396,0.69133985,0.8080037,0.8458818197250366,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.2.sa_layer_norm.weight,random,0.1,0.1,0.4084638,3.8925183,0.7490116,0.76041746,0.1482721,0.6929206,0.80826795,0.8459067940711975,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.4.attention.out_lin.weight,random,0.1,0.1,-0.38416666,0.43732926,7.67383e-06,-8.891703e-05,0.044510067,-0.029261375,0.029258132,-0.0188876502215862,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.4.attention.out_lin.weight,random,0.1,0.1,-0.38570476,0.437462,7.044919e-06,-7.758773e-05,0.044508073,-0.029260099,0.029252134,-0.0190908852964639,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.4.attention.q_lin.weight,random,0.1,0.1,-0.2523613,0.24996108,-0.00021395921,-0.00020782827,0.04880532,-0.032765526,0.032306977,0.0515445061028003,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.4.attention.q_lin.weight,random,0.1,0.1,-0.25434905,0.24877372,-0.0002123152,-0.0002178596,0.048800673,-0.032747738,0.032333143,0.053211648017168,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.embeddings.word_embeddings.weight,random,0.1,0.1,-1.0940688,0.59363866,-0.038322795,-0.039396904,0.046988092,-0.06762261,-0.01131577,-0.0166448429226875,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.embeddings.word_embeddings.weight,random,0.1,0.1,-1.093693,0.5919381,-0.038322765,-0.039399892,0.046987787,-0.06762175,-0.011315358,-0.0166448429226875,1,dataset_random_10pct_20250523_052539.csv,True
4,0.0,0,classifier.weight,random,0.1,0.1,-0.061528433,0.062434223,-0.0005145199,-0.00090439024,0.020367553,-0.014167502,0.013769299,0.0112246563658118,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,classifier.weight,random,0.1,0.1,-0.06290072,0.063271426,-0.00051459664,-0.0007263455,0.02043718,-0.0145964725,0.013570119,0.0119488853961229,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.3.attention.v_lin.weight,random,0.1,0.1,-0.32907525,0.2693112,0.00018410744,0.0002177726,0.04610104,-0.029666662,0.0299876,-0.0169799160212278,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.3.attention.v_lin.weight,random,0.1,0.1,-0.3303386,0.27184653,0.00018403091,0.00021344417,0.04610159,-0.029671201,0.029996546,-0.0154468119144439,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.1.ffn.lin1.weight,random,0.1,0.1,-0.6872323,0.60273564,0.00016187794,1.3308233e-05,0.044708494,-0.028708529,0.02886413,0.011675402522087,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.1.ffn.lin1.weight,random,0.1,0.1,-0.6863829,0.60218656,0.00016201427,1.118834e-05,0.04471126,-0.028711664,0.028868562,0.0104127107188105,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,pre_classifier.weight,random,0.1,0.1,-0.09474606,0.090233035,-4.9845126e-05,-6.9739704e-05,0.020034177,-0.013597606,0.013470887,-0.0468812361359596,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,pre_classifier.weight,random,0.1,0.1,-0.094436795,0.09001857,-4.7200156e-05,-5.6889425e-05,0.02002803,-0.013587922,0.013479505,-0.0471255928277969,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.4.sa_layer_norm.weight,random,0.1,0.1,0.55454844,2.479992,0.73160315,0.722051,0.0940958,0.689155,0.76577747,0.7944916486740112,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.4.sa_layer_norm.weight,random,0.1,0.1,0.5550072,2.4796202,0.73164576,0.72240627,0.09408419,0.6892683,0.7656902,0.7937610745429993,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.5.output_layer_norm.weight,random,0.1,0.1,0.21497096,0.7477116,0.60633916,0.6055061,0.028595304,0.5924653,0.61992985,0.6275508403778076,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.5.output_layer_norm.weight,random,0.1,0.1,0.21422695,0.74693626,0.6061773,0.6049421,0.02862908,0.5923941,0.61966586,0.628242552280426,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.1.attention.v_lin.weight,random,0.1,0.1,-0.2281125,0.26116818,-0.00013526742,-0.00015914136,0.035779737,-0.023330824,0.022969274,-0.0050550382584333,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.1.attention.v_lin.weight,random,0.1,0.1,-0.2295679,0.26184317,-0.00013453398,-0.00015141723,0.035781752,-0.02333692,0.022982432,-0.0032781893387436,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.2.ffn.lin2.weight,random,0.1,0.1,-9.963298,2.1844459,2.3980292e-06,-2.565888e-05,0.044822868,-0.026855504,0.026951741,-0.0590173602104187,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.2.ffn.lin2.weight,random,0.1,0.1,-9.962089,2.1816192,-6.66448e-06,-3.5991725e-05,0.044822987,-0.026878608,0.026956722,-0.0573163367807865,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.0.ffn.lin2.weight,random,0.1,0.1,-2.0401697,0.9138149,-8.032268e-05,-5.4760458e-05,0.042754903,-0.026760206,0.026633985,-0.0277024786919355,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.0.ffn.lin2.weight,random,0.1,0.1,-2.0421336,0.9129805,-9.261548e-05,-8.265566e-05,0.04275683,-0.026769375,0.026620666,-0.0289129558950662,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.5.attention.k_lin.weight,random,0.1,0.1,-0.4478942,0.2850143,0.00020801592,0.00021051716,0.04854961,-0.032179333,0.03258457,0.0447351858019828,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.5.attention.k_lin.weight,random,0.1,0.1,-0.4474259,0.28537855,0.000207626,0.00020746369,0.04855256,-0.032187812,0.03259736,0.0461897812783718,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.4.output_layer_norm.weight,random,0.1,0.1,0.091545515,1.4295367,0.7762282,0.7799808,0.06671751,0.7561861,0.8045544,0.8256699442863464,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.4.output_layer_norm.weight,random,0.1,0.1,0.09229973,1.4293725,0.77631575,0.77968574,0.066643655,0.75646126,0.8046141,0.8252872824668884,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.3.attention.out_lin.weight,random,0.1,0.1,-0.27600086,0.29106566,-2.7165874e-05,1.8310839e-05,0.043782264,-0.027531676,0.027539143,-0.0675250887870788,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.3.attention.out_lin.weight,random,0.1,0.1,-0.27695543,0.29025078,-2.6342785e-05,1.02053145e-05,0.043782324,-0.027517077,0.027565347,-0.0664135068655014,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.embeddings.position_embeddings.weight,random,0.1,0.1,-0.947397,0.72483593,-3.91646e-05,-1.3279756e-05,0.01609755,-0.009379717,0.00935821,0.0167156867682933,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.embeddings.position_embeddings.weight,random,0.1,0.1,-0.9477712,0.727807,-3.927481e-05,-2.680656e-05,0.016102206,-0.009381506,0.009362037,0.0182634722441434,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.4.attention.v_lin.weight,random,0.1,0.1,-0.25598848,0.23608434,3.2835345e-05,1.2540831e-05,0.046913087,-0.030855834,0.030916527,-0.0530800893902778,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.4.attention.v_lin.weight,random,0.1,0.1,-0.25689322,0.2358062,3.31237e-05,1.8229013e-05,0.046913024,-0.030849416,0.030913193,-0.0529122240841388,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.5.attention.q_lin.weight,random,0.1,0.1,-0.6461778,0.6245038,-0.00020841882,-0.00033732317,0.049242686,-0.032760352,0.032428715,-0.0542990192770957,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.5.attention.q_lin.weight,random,0.1,0.1,-0.6441774,0.62497556,-0.0002082354,-0.00032933938,0.04924499,-0.032747895,0.032427404,-0.0515190511941909,1,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.3.ffn.lin2.weight,random,0.1,0.1,-3.135847,0.9944879,1.2413646e-05,5.0811985e-05,0.040747188,-0.025466293,0.025571445,-0.0033520257566124,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.3.ffn.lin2.weight,random,0.1,0.1,-3.1353774,0.99484193,6.244204e-06,3.782224e-05,0.040747818,-0.02546134,0.025568165,-0.0021766105201095,1,dataset_random_10pct_20250523_052539.csv,True
1,0.0,0,distilbert.transformer.layer.1.attention.out_lin.weight,random,0.1,0.1,-0.45673716,0.45256102,-2.1123367e-06,2.008983e-05,0.03542647,-0.022027755,0.022074062,0.0123595260083675,2,dataset_random_10pct_20250523_052539.csv,True
2,0.0,0,distilbert.transformer.layer.1.attention.out_lin.weight,random,0.1,0.1,-0.4564252,0.45178863,-2.8739692e-06,1.3950463e-05,0.03542824,-0.022021666,0.022073375,0.0118429632857441,2,dataset_random_10pct_20250523_052539.csv,True
